Customer ID,recency,frequency,monetary_value,weighted GDP,cluster
12346.0,325,42.64705882352941,-3.8047058823525304,2638296.0,3
12347.0,1,50.375,704.165,20805.0,1
12348.0,74,87.4,403.88,267856.0,1
12349.0,18,147.0,880.908,1848222.0,0
12350.0,309,309.0,334.4,366386.0,1
12351.0,374,374.0,300.93,0.0,1
12352.0,35,30.153846153846153,145.32384615384615,366386.0,1
12353.0,203,204.0,203.38,34624.0,1
12354.0,231,231.0,1079.4,1247464.0,1
12355.0,213,283.5,473.805,34624.0,1
12356.0,22,70.66666666666667,1062.28,221716.0,1
12357.0,32,129.33333333333334,6095.886666666666,707868.0,6
12358.0,1,146.2,777.414,432894.0,1
12359.0,7,52.357142857142854,622.4921428571428,23246.0,1
12360.0,51,72.77777777777777,468.09888888888895,432894.0,1
12361.0,286,170.25,127.8125,503416.0,1
12362.0,2,52.714285714285715,377.46999999999997,503416.0,1
12363.0,109,120.5,276.0,0.0,1
12364.0,7,27.75,328.275,503416.0,1
12365.0,290,96.66666666666667,106.89666666666666,23246.0,1
12366.0,633,633.0,500.24,23246.0,5
12367.0,3,3.0,168.9,339626.0,1
12368.0,627,627.0,917.6999999999999,23246.0,5
12369.0,412,213.66666666666666,597.0500000000001,432894.0,1
12370.0,50,95.42857142857143,617.1871428571429,257330.57142857142,1
12371.0,44,128.8,813.476,707868.0,1
12372.0,71,98.66666666666667,432.68,339626.0,1
12373.0,310,224.33333333333334,375.8833333333334,432894.0,1
12374.0,24,146.75,747.3050000000001,432894.0,1
12375.0,2,32.333333333333336,151.80666666666667,267856.0,1
12376.0,389,208.5,251.575,707868.0,1
12377.0,314,147.0,856.58,707868.0,1
12378.0,129,280.5,2708.16,707868.0,1
12379.0,81,106.8,323.654,503416.0,1
12380.0,21,44.13333333333333,525.8666666666667,503416.0,1
12381.0,4,19.833333333333332,300.66,366386.0,1
12382.0,681,681.0,-18.38,886339.0,5
12383.0,184,58.5,306.5516666666667,503416.0,1
12384.0,28,40.333333333333336,188.72,707868.0,1
12385.0,378,189.0,961.7,503416.0,1
12386.0,337,183.0,330.4,1334688.0,1
12387.0,414,414.0,143.94,1334688.0,3
12388.0,15,72.625,487.63875,1334688.0,1
12389.0,402,218.33333333333334,477.77666666666664,1334688.0,3
12390.0,79,79.0,549.84,503416.0,1
12391.0,21,94.57142857142857,392.5457142857143,23246.0,1
12392.0,590,590.0,234.75000000000003,1334688.0,5
12393.0,71,61.0,339.5357142857143,1334688.0,1
12394.0,63,108.0,636.24,421521.0,1
12395.0,15,33.44444444444444,280.38444444444445,503416.0,1
12396.0,673,673.0,931.43,282588.0,5
12397.0,35,67.0,1204.95,503416.0,1
12398.0,45,45.0,1635.6599999999999,707868.0,1
12399.0,118,92.0,280.3285714285714,503416.0,1
12400.0,413,413.0,205.25,1334688.0,3
12401.0,302,302.0,84.3,503416.0,1
12402.0,322,95.71428571428571,177.7357142857143,503416.0,1
12403.0,49,173.66666666666666,333.7866666666667,339626.0,1
12404.0,681,681.0,63.24,267856.0,5
12405.0,148,148.0,1710.39,267856.0,1
12406.0,21,99.42857142857143,867.4585714285714,339626.0,1
12407.0,49,52.6,341.624,503416.0,1
12408.0,32,35.5,305.68857142857144,503416.0,1
12409.0,78,43.38461538461539,1776.19,707868.0,1
12410.0,300,125.25,250.365,707868.0,1
12411.0,409,409.0,346.9,1334688.0,3
12412.0,74,67.25,322.62875,339626.0,1
12413.0,66,66.83333333333333,155.91666666666666,2334119.8333333335,0
12414.0,216,57.875,86.55125,432894.0,1
12415.0,23,15.969696969696969,4341.493636363637,1334688.0,6
12416.0,656,656.0,202.56,1334688.0,5
12417.0,2,27.14814814814815,248.45222222222222,558530.6666666666,1
12418.0,112,125.8,403.39,707868.0,1
12419.0,385,206.5,251.505,1247464.0,1
12420.0,63,63.0,600.39,23246.0,1
12421.0,15,63.0,136.60375,1247464.0,1
12422.0,95,34.333333333333336,196.15952380952382,1006353.7142857143,1
12423.0,0,42.27272727272727,237.47181818181818,488526.0,1
12424.0,162,104.42857142857143,469.96857142857147,1334688.0,1
12425.0,77,149.0,560.27,221716.0,1
12426.0,194,220.66666666666666,437.1366666666667,3780553.0,3
12427.0,11,74.2,202.374,3780553.0,0
12428.0,25,23.583333333333332,656.4333333333333,267856.0,1
12429.0,8,60.55555555555556,826.1677777777778,349989.1111111111,1
12430.0,42,42.0,256.4,366386.0,1
12431.0,35,21.0,324.83060606060604,1183547.6363636365,1
12432.0,42,34.2,1011.8639999999999,366386.0,1
12433.0,0,43.27272727272727,1857.169090909091,366386.0,1
12434.0,84,76.0,212.496,1334688.0,1
12435.0,79,122.66666666666667,2320.9883333333332,339626.0,1
12436.0,99,99.0,509.01,366386.0,1
12437.0,1,15.659574468085106,263.72021276595746,2551451.0,0
12438.0,13,69.5,1453.425,366386.0,1
12439.0,682,241.66666666666666,368.16,23246.0,1
12440.0,456,239.0,256.05,432894.0,1
12441.0,366,366.0,347.1,2551451.0,3
12442.0,2,2.0,172.06,1247464.0,1
12443.0,731,731.0,485.31,366386.0,5
12444.0,20,34.0,1001.092,366386.0,1
12445.0,21,140.0,142.16,1247464.0,1
12446.0,57,57.0,1002.3100000000001,282588.0,1
12447.0,242,242.0,476.49,503416.0,1
12448.0,43,43.0,449.45,1247464.0,1
12449.0,21,73.0,805.9816666666667,448819.3333333333,1
12450.0,155,67.57142857142857,95.27857142857144,1247464.0,1
12451.0,10,52.8,1254.653,707868.0,1
12452.0,16,5.333333333333333,142.85666666666665,707868.0,1
12453.0,133,133.0,707.09,432894.0,1
12454.0,52,75.66666666666667,476.96777777777777,1247464.0,1
12455.0,72,72.1,587.995,512933.2,1
12456.0,43,63.5,788.4725,707868.0,1
12457.0,57,31.0,176.59357142857144,561163.2857142857,1
12458.0,70,121.75,444.3725,707868.0,1
12459.0,604,604.0,454.36,1247464.0,5
12460.0,455,455.0,326.65,503416.0,1
12461.0,93,77.0,413.44,707868.0,1
12462.0,1,75.5,281.0025,1247464.0,1
12463.0,45,34.42857142857143,186.23285714285717,503416.0,1
12464.0,9,38.5,151.50625,503416.0,1
12465.0,7,56.0,244.63,503416.0,1
12466.0,681,681.0,56.73,2551451.0,5
12467.0,385,211.0,0.0,20807269.0,2
12468.0,142,68.9,362.45500000000004,3780553.0,0
12469.0,522,268.0,1535.27,509200.0,1
12470.0,689,689.0,211.95,0.0,5
12471.0,1,5.705426356589148,294.17527131782947,3780553.0,0
12472.0,30,19.72972972972973,458.2889189189189,3780553.0,0
12473.0,28,21.22222222222222,316.47,3780553.0,0
12474.0,16,12.333333333333334,221.60092592592594,3780553.0,0
12475.0,53,204.5,574.82,3780553.0,0
12476.0,0,13.18421052631579,360.93736842105267,3780553.0,0
12477.0,22,51.833333333333336,1681.1366666666665,3780553.0,0
12478.0,3,3.0,680.99,194376.0,1
12479.0,3,3.3333333333333335,159.1,3780553.0,0
12480.0,27,63.25,679.3875,3780553.0,0
12481.0,22,33.666666666666664,678.723888888889,3780553.0,0
12482.0,449,20.40625,684.1728125,529054.0,1
12483.0,16,25.037037037037038,179.5137037037037,529054.0,1
12484.0,32,46.0,393.990625,1247464.0,1
12485.0,528,528.0,708.1,529054.0,5
12486.0,431,431.0,1037.28,529054.0,1
12487.0,730,365.0,129.89999999999998,529054.0,5
12488.0,9,25.0,432.8866666666667,2551451.0,0
12489.0,335,335.0,334.93,2551451.0,3
12490.0,4,33.5,446.30181818181813,2551451.0,0
12491.0,38,38.0,460.40000000000003,2551451.0,0
12492.0,62,134.0,238.40333333333334,3780553.0,0
12493.0,165,65.33333333333333,138.93,2551451.0,0
12494.0,9,33.8235294117647,102.56,2551451.0,0
12495.0,634,320.0,161.7,529054.0,1
12496.0,619,309.5,27.045,1247464.0,3
12497.0,81,170.25,1552.9375,3780553.0,0
12498.0,20,19.0,134.5666666666667,3780553.0,0
12499.0,559,559.0,393.72,3780553.0,5
12500.0,22,26.88,234.8924,3780553.0,0
12501.0,314,168.0,1044.84,3780553.0,3
12502.0,95,61.8,744.774,1247464.0,1
12503.0,337,291.5,0.0,1247464.0,3
12504.0,17,99.33333333333333,68.5,3780553.0,0
12505.0,300,136.0,302.6666666666667,1848222.0,3
12506.0,232,232.0,73.5,2551451.0,3
12507.0,133,116.8,359.462,1247464.0,1
12508.0,25,14.0,199.135,2551451.0,0
12509.0,283,283.0,176.5,2551451.0,3
12510.0,142,45.875,230.583125,1247464.0,1
12511.0,414,214.0,1532.885,194376.0,1
12512.0,65,32.5,69.015,383425.0,1
